product_id,product_name,price,
8773,Kranky Vertical 70g RIC_8773,8.68,
8775,Dulcigomas Vertical 70g RIC_8775,8.68,
8779,Panditas Rojos Vertical 70g RIC_8779,8.68,
8785,Panditas Acidos Vertical 70g RIC_8785,8.68,
8786,Panditas Vertical 70g RIC_8786,8.68,
8790,Paleta Cajeta Tira 20p 110g COR_8790,13.89,
8804,Paleton Tira 10p 140g COR_8804,9.41,
8809,paleta agrimiel 20p 100g tira cor_8809,5.17,
8827,Cajeta Quemada Doy Pack 250g YOP_8827,12.2,
8990,Papatinas Fuego 25g BAR_8990,5.44,
9396,Pika Fresa 1p 12g VER_9396,0.72,
9488,Toreadas Habanero 170g BAR_9488,26.46,
9745,Big Mix Queso 200g BAR_9745,16.79,A partir de semana 20
9784,Karameladas 120g BAR_9784,10.89,
9840,Chips Jalapeño 350g BAR_9840,31.93,
30206,bon o bon cafe display 15p 15g ric_30206,3.59,
30244,Pasitas Cubiertas de Chocolate 90g RIC_30244,10.84,
30245,Almendras 82g RIC_30245,10.84,
30246,Kranky 80g RIC_30246,8.67,
30248,Mini Paleta Payaso 4p RIC_30248,11.56,
30269,duvalin avellana vainilla 6p 90g ric_30269,8.67,
30301,Spirrones 100g BAR_30301,16.8,
31088,Chips Fuego 55g BAR_31088,7.36,
31090,Chips Fuego 170g BAR_31090,26.45,
31211,Churritos Chile y Limon 50g BAR_31211,4.67,
31237,Bolsa Chocoretas 125g RIC_31237,10.84,
31246,Bubulubu Twin Pack 70g Bolsa TR RIC_31246,6.14,
31560,Chips Diabla 60g BAR_31560,6.23,A partir de semana 20
31561,Chips Jalapeno 60g BAR_31561,6.69,A partir de semana 20
31562,Chips Sal 60g BAR_31562,6.69,A partir de semana 20
31702,Toreadas Habanero 55g BAR_31702,7.36,
31808,Takis Fuego 90g BAR_31808,9.33,A partir de semana 20
31809,Takis Fajitas 90g BAR_31809,7.78,A partir de semana 20
31810,Runners 90g BAR_31810,6.69,A partir de semana 20
31811,Chipotles 80g BAR_31811,6.69,
31910,Dulcigomas 12p 45g Cj RIC_31910,5.14,
31911,panditas 12p 45g cj ric_31911,5.58,
32097,Bolsa Bubulubu 15p 20g RIC_32097,19.13,
32354,paleta cupido fresa cereza 18p 16g ver_32354,18.8,
32355,paleta tarrito 18p 16g ver_32355,18.8,
32356,paleta manita suerte 18p 16g ver_32356,18.8,
32357,paleta elote con chile 18p 16g ver_32357,18.8,
32387,Bolsa Pika Fresa 60p 12g VER_32387,43.33,
33258,Paleton 50p 700g Cj COR_33258,71.22,
33259,Macarrones 24p 480g Cj COR_33259,51.28,
33563,pica goma fresa 30p 180g ver_33563,10.92,
33969,rellerindo 5oz 13p 143g ver_33969,10.11,
34161,Gomilocas Dientes Granel 1Kg RIC_34161,45,
34166,Gomitas Sharks Granel 1kg RIC_34166,45,
34167,Gomilocas Pinguinos Granel 1kg RIC_34167,45,
34490,Panditas 1Kg RIC_34490,45,
34587,Bolsa Paleta Mango c/Chile 18p 16g VER_34587,18.8,
34597,Almendras Horizontal 40G Ric,6.26,
34602,Chocoretas Horizontal 44G Ric,5.16,
34780,Rellerindo 1p 11g VER_34780,46.94,
35239,Spirrones 25g CB2 BAR_35239,8.4,
35549,Chicharron Cerdo 90g CB2 BAR_35549,17.11,
36685,Oblea Cajeta 40p 560g Cj COR_36685,71.28,
37226,Bocadin Bolsa FP 15p 158g Auto RIC_37226,14.74,
37631,Chocoreta Granel 500g RIC_37631,45,
37632,Kranky Granel 500g RIC_37632,45,
37633,Pasitas Granel 500g RIC_37633,45,
37732,Chicloso 130p 806g Cj COR_37732,92.69,
37782,Paleton 18p 20g Cj LC_37782,1.95,
37987,Churritos Fuego 50g BAR_37987,4.67,
124822,Chips Fuego 120g,15.56,
38579,Golden Nuts Surtido Selecto 190G C3h Bar,16,
124692,Golden Nuts Enchilado 78g,11.67,
124693,Golden Nuts Salado 78g,11.67,
38587,Hot Nuts Fuego 50g C3H BAR_38587,6.22,
38590,Hot Nuts Multintenso 50g C3H BAR_38590,6.22,
38611,Golden Nuts Surtido Selecto 40G C3h Bar,6.22,
38612,Hot Nuts Multintenso 100g C3H BAR_38612,11.67,
39109,Semillas Big Mix Party 100g BAR_39109,11.67,
41620,chutazo 1110g ric_41620,170.94,
41624,moneda ricolino 800g ric_41624,142.45,
42001,Kranky Horizontal 40g RIC_42001,4.77,
42124,Takis 190g BAR_42124,11.9,
42126,Runners 200g BAR_42126,11.9,
42158,Toreadas Habanero 40g BAR_42158,7.78,
42458,Takis Fuego 190g BAR_42458,12.64,
45238,Papatinas Chilix  25g Tira 8 p BAR_45238,5.44,
45250,Panditas 115g RIC_45250,9.39,
45552,pikaros 30p 16.5 cj ric_45552,1.81,
45973,Karameladas POP 119g BAR_45973,9.33,
46749,bon o bon leche 15p ric_46749,3.59,
46842,Karameladas POP 50g BAR_46842,5.44,
48205,valentones 175g sp bar_48205,17.11,
122928,Pecositas 70p 9.8g RIC_122928,1.08,
123023,Panditas Rellenos Chamoy 66g RIC_123023,8.68,
123141,Papas Toreadas 100g BAR,15.43,
124699,Not Nuts Multintenso 160g,23.39,
123339,Pasitas Vertical 70g ,8.68,
123460,Takis Fuego 280gr,23.46,A partir de semana 20
123536,Panditas Enchilados 70g,10.11,
123575,Chocoretas 55g Bolsa CTR RIC,7.22,
123576,Dulcigomas 63g Bolsa CTR RIC,7.22,
123577,Gomilocas Dientes 60g Bolsa CTR RIC,7.22,
123578,Gomilocas Hamburguesas 60g Bolsa CTR RIC,7.22,
123579,Gomilocas Pinguinos 60g Bolsa CTR RIC,7.22,
123580,Kranky 55g Bolsa CTR RIC,7.22,
123581,Moritas 60g Bolsa CTR Ric,7.22,
123582,Panditas 62.5g Bolsa CTR RIC,7.22,
123583,Panditas aciditos 62.5g Bolsa CTR Ric,7.22,
123586,Pasitas 55g Bolsa CTR RIC,7.22,
123594,Golden Nuts Enchilado 40g Bolsa C3H BAR,6.22,
123595,Golden Nuts Salado 40g Bolsa C3H BAR,6.22,
123693,Chips Queso 55g,10.73,
123698,Spirriones 105g,26.67,
123699,Spirrones 60g,16.67,
123706,Papatinas Chilix 90g CB2 BAR_123706,14.81,
123790,Chicharron Cerdo 110g,30,
124234,BIG MIX NVO 70G BOLSA CB2 BAR,7.78,
124235,Big Mix Clasico Nvo 200g CB2 BAR,17.12,A partir de semana 20
124237,Big Mix Fuego NVO 200g CB2 BAR,8.03,A partir de semana 20
124239,Takis Fuego 56g CT1,7.78,
124240,Chips Sal 46g CT1,9.33,
124241,Chips Fuego 46g CT1,9.33,
124243,Runners 58g CT1,6.22,A partir de semana 20
124244,Chips Jalapeño 46g CT1,9.33,
124357,Takis Cobra 56g CT1,7.78,
124358,Takis Fajitas 56g CT1,7.78,
124359,Takis Huakamole 56g CT1,7.78,
124360,Takis Salsa Brava 56g CT1,7.78,
124381,Chips Fuego 42g CT1,9.33,
124382,Chips Jalapeño 42g CT1,9.33,
124383,Chips Sal 42g CT1,9.33,
124758,Golden Nuts Japones 78g,6.22,
124442,Golden Nuts Japones Nvo PC 190g C3H BAR,16,
124443,Kiyakis Nvo PC 50g C3H BAR,5.44,
124445,Kiyakis Nvo PC 95g C3H BAR,7.41,
124447,Kiyakis PC 150g C3H BAR,11.2,
800,Chips Jalapeño 170g BAR_800,26.45,
1280,pollitos chocolate 390g 20d60 lc_1280,42.73,
2530,Chips Sal 170g BAR_2530,26.45,
3422,Canasta Choc Relleno Rompope 325g LC_3422,35.61,
4624,Cajeta Espreable Envinada 660g COR_4624,40.95,
4625,Cajeta Espreable Vainilla 660g COR_4625,43.05,
4919,Cajeta Espreable Quemada 660g COR_4919,43.05,
6420,Tortilla Nachos 3pq 1Kg BAR_6420,94.32,
6444,Karameladas 260g BAR_6444,16.33,
6476,Tostachos Queso CB1 70g BAR_6476,6.22,
6490,Chipotles 52g BAR_6490,6.22,
6820,golden nuts semilla 20g bar_6820,6.22,
7230,Paquete Diversion 1.5Kg RIC_7230,98.2,
7557,Dulcigomas 112g RIC_7557,9.47,
7761,bubulubu 20g ric_7761,1.26,
7762,Kranky 15g RIC_7762,1.44,
7766,Panditas 15g RIC_7766,1.94,
7796,Golden Nuts Semillas 60g_7796,14.2,
7829,Bubulubu 1p 35g RIC_7829,4.33,
7840,Paleta Payaso 1p 45g RIC_7840,5.78,
8362,Cajeta Espreable Envinada 370g COR_8362,25.64,
8364,Cajeta Espreable Vainilla 370g COR_8364,25.64,
8365,Cajeta Espreable Quemada 370g COR_8365,28.46,
8773,Kranky Vertical 70g RIC_8773,8.68,
8775,Dulcigomas Vertical 70g RIC_8775,8.68,
8779,Panditas Rojos Vertical 70g RIC_8779,8.68,
8785,Panditas Acidos Vertical 70g RIC_8785,8.68,
8786,Panditas Vertical 70g RIC_8786,8.68,
8790,Paleta Cajeta Tira 20p 110g COR_8790,13.89,
8804,Paleton Tira 10p 140g COR_8804,9.41,
8827,Cajeta Quemada Doy Pack 250g YOP_8827,12.2,
8990,Papatinas Fuego 25g BAR_8990,5.44,
9017,Golden Nuts Semilla 28g BAR_9017,7.78,
9274,Fuego POP Det 23g BAR_9274,5.44,
9488,Toreadas Habanero 170g BAR_9488,26.46,
9745,Big Mix Queso 200g BAR_9745,16.79,
9784,Karameladas 120g BAR_9784,10.89,
9840,Chips Jalapeño 350g BAR_9840,31.93,
30206,bon o bon cafe display 15p 15g ric_30206,3.59,
30245,Almendras 82g RIC_30245,10.84,
30246,Kranky 80g RIC_30246,8.67,
30301,Spirrones 100g BAR_30301,16.8,
31088,Chips Fuego 55g BAR_31088,7.36,
31090,Chips Fuego 170g BAR_31090,26.45,
31211,Churritos Chile y Limon 50g BAR_31211,4.67,
31237,Bolsa Chocoretas 125g RIC_31237,10.84,
31560,Chips Diabla 60g BAR_31560,6.23,
31561,Chips Jalapeno 60g BAR_31561,6.69,
31562,Chips Sal 60g BAR_31562,6.69,
31702,Toreadas Habanero 55g BAR_31702,7.36,
31808,Takis Fuego 90g BAR_31808,9.33,
31809,Takis Fajitas 90g BAR_31809,7.78,
31810,Runners 90g BAR_31810,6.69,
31811,Chipotles 80g BAR_31811,6.69,
31910,Dulcigomas 12p 45g Cj RIC_31910,5.14,
31911,panditas 12p 45g cj ric_31911,5.58,
32097,Bolsa Bubulubu 15p 20g RIC_32097,19.13,
32354,paleta cupido fresa cereza 18p 16g ver_32354,18.8,
32355,paleta tarrito 18p 16g ver_32355,18.8,
32356,paleta manita suerte 18p 16g ver_32356,18.8,
32357,paleta elote con chile 18p 16g ver_32357,18.8,
32387,Bolsa Pika Fresa 60p 12g VER_32387,43.33,
33258,Paleton 50p 700g Cj COR_33258,71.22,
33259,Macarrones 24p 480g Cj COR_33259,51.28,
34587,Bolsa Paleta Mango c/Chile 18p 16g VER_34587,18.8,
34589,Bolsa Paleta Bomba Chile 18p 15g VER_34589,18.8,
34780,Rellerindo 1p 11g VER_34780,46.94,
35239,Spirrones 25g CB2 BAR_35239,8.4,
36047,Paleta Takis 1p 24g Tira VER_36047,2.53,
36685,Oblea Cajeta 40p 560g Cj COR_36685,71.28,
37256,Chicks Vitrolero DT 110p 539g CHK_37256,70.17,
37732,Chicloso 130p 806g Cj COR_37732,92.69,
37782,Paleton 18p 20g Cj LC_37782,1.95,
37987,Churritos Fuego 50g BAR_37987,4.67,
38242,Hot Nuts Multintenso 80g BAR,7.78,
38582,Golden Nuts Enchilado 100g C3H BAR_38582,11.67,
38585,Golden Nuts Salado 100g C3H BAR_38585,11.67,
38587,Hot Nuts Fuego 50g C3H BAR_38587,6.22,
38590,Hot Nuts Multintenso 50g C3H BAR_38590,6.22,
38611,Golden Nuts Surtido Selecto 40G C3h Bar,6.22,
38612,Hot Nuts Multintenso 100g C3H BAR_38612,11.67,
39109,Semillas Big Mix Party 100g BAR_39109,11.67,
41620,chutazo 1110g ric_41620,170.94,
41624,moneda ricolino 800g ric_41624,142.45,
41653,huevito pinto 1500g vitrolero lc_41653,128.21,
41655,Jelly X-Treme 1300g LC_41655,70.51,
42001,Kranky Horizontal 40g RIC_42001,4.77,
42124,Takis 190g BAR_42124,11.9,
42126,Runners 200g BAR_42126,11.9,
42158,Toreadas Habanero 40g BAR_42158,7.78,
42458,Takis Fuego 190g BAR_42458,12.64,
44114,Clever Adulto Original 20kg INT_44114,471.31,
44117,Clever Cachorro Original 15kg INT_44117,406.3,
45238,Papatinas Chilix  25g Tira 8 p BAR_45238,5.44,
45250,Panditas 115g RIC_45250,9.39,
45552,pikaros 30p 16.5 cj ric_45552,1.81,
46749,bon o bon leche 15p ric_46749,3.59,
46842,Karameladas POP 50g BAR_46842,5.44,
48205,valentones 175g sp bar_48205,17.11,
48600,CHIPS SAL 500G BAR,35.77,
124144,Almendras NF,7.22,
122928,Pecositas 70p 9.8g RIC_122928,1.08,
123023,Panditas Rellenos Chamoy 66g RIC_123023,8.68,
123264,Pop Cinemania,6.22,
123276,Gomita Tarrito Vertical 35g,3.61,
123277,Gomita Manita Vertical 35g,3.61,
123327,Bolsita Chutazo 3p 55.5g LC_123327,7.22,
123331,Bolsita Jelly XTreme 40g LC_123331,3.61,
123332,Bolsita Huevito Pinto 36g LC_123332,3.61,
123334,Bolsita Oblea Cajeta 2p 28g COR_123334,3.61,
123335,Bolsita Macarrones 3p 60g COR_123335,7.22,
123337,Bolsita Pica Fresa 4p 48g VER_123337,3.61,
123431,Panditas Enchilados 62.5 g,7.22,
123460,Takis Fuego 280gr,23.46,
123513,Chicharrón de cerdo 75g,18.48,
123532,Sushitlan 10p 34g Tira CU VER_123532,3.61,
123535,Totopos Mi Tierra 310g CB2 BAR_123535,17.11,
123575,Chocoretas 55g Bolsa CTR RIC,7.22,
123576,Dulcigomas 63g Bolsa CTR RIC,7.22,
123577,Gomilocas Dientes 60g Bolsa CTR RIC,7.22,
123578,Gomilocas Hamburguesas 60g Bolsa CTR RIC,7.22,
123579,Gomilocas Pinguinos 60g Bolsa CTR RIC,7.22,
123580,Kranky 55g Bolsa CTR RIC,7.22,
123581,Moritas 60g Bolsa CTR Ric,7.22,
123582,Panditas 62.5g Bolsa CTR RIC,7.22,
123583,Panditas aciditos 62.5g Bolsa CTR Ric,7.22,
123584,Panditas rellenos 60g Bolsa CTR Ric,7.22,
123585,Panditas Rojos 62.5g Bolsa CTR RIC,7.22,
123586,Pasitas 55g Bolsa CTR RIC,7.22,
123594,Golden Nuts Enchilado 40g Bolsa C3H BAR,6.22,
123595,Golden Nuts Salado 40g Bolsa C3H BAR,6.22,
123641,Choc Kracao Cacao PC 38g CU RIC_123641,8.67,
123643,Choc Kracao Pepita PC 38g CU RIC_123643,8.67,
123644,Choc Kracao Pina PC 38g CU RIC_123644,8.67,
123736,Big Mix Queso 70g Bolsa CB2 BAR,7.78,
123787,Arelos Queso 25g,4.67,
123788,Arelos Fuego 25g,4.67,
123984,Gummy Yummy Frutal 1p 90g Bolsa CU RIC_123984,10.83,
123988,Gummy Yummy Cubos 1p 90g Bolsa CU RIC_123988,10.83,
123992,Gummy Yummy Flan 1p 90g Bolsa CU RIC_123992,10.83,
123996,Gummy Yummy Vipers AP 90g CU RIC_123996,10.83,
124008,Gummy Yummy Mangos 1p 90g Bolsa CU RIC_124008,10.83,
124012,Gummy Yummy Crowns 1p 90g Bolsa CU RIC_124012,10.83,
124016,Gummy Yummy Aros 1p 90g Bolsa CU RIC_124016,10.83,
124020,Gummy Yummy Glows 1p 90g Bolsa CU RIC_124020,10.83,
124024,Gummy Yummy Vipers 1p 90g Bolsa CU RIC_124024,10.83,
124028,Gummy Yummy Tags 1p 90g Bolsa CU RIC_124028,10.83,
124064,Lunetas 1p 55g RIC,7.22,
124072,Bolsita cacahuate Salado 70g C3H BAR,7.78,
124073,Bolsita cacahuate enchilado 70g C3H BAR ,7.78,
124074,Bolsita cacahuate Japones 70g C3H BAR ,7.78,
124096,Hot Nuts Fuego 80g Bolsa CH BAR,7.78,
124144,Almendras NF ,7.22,
124234,BIG MIX NVO 70G BOLSA CB2 BAR,7.78,
124235,Big Mix Clasico Nvo 200g CB2 BAR,17.12,
124236,BIG MIX FUEGO NVO 70G BOLSA CB2 BAR,7.78,
124237,Big Mix Fuego NVO 200g CB2 BAR,8.03,
124238,Big Mix Jalapeno 80g BAR,7.78,
124239,Takis Fuego 56g CT1,7.78,
124240,Chips Sal 46g CT1,9.33,
124241,Chips Fuego 46g CT1,9.33,
124242,Chips Diabla 46g CT1,9.33,
124243,Runners 58g CT1,6.22,
124244,Chips Jalapeño 46g CT1,9.33,
124245,Chips Adobadas 46g CT1,9.33,
124358,Takis Fajitas 56g CT1,7.78,
124359,Takis Huakamole 56g CT1,7.78,
124360,Takis Salsa Brava 56g CT1,7.78,
124368,Chips Queso 46g CT1,9.33,
124426,GN Salado 60gr,7.78,
124427,GN Enchilado 60gr,7.78,
124430,Kiyakis 75gr,7.78,
124443,Kiyakis Nvo PC 50g C3H BAR,5.44,
124445,Kiyakis Nvo PC 95g C3H BAR,7.41,
124447,Kiyakis PC 150g C3H BAR,11.2,
123678,Paleta Sandibrocha 18P 252G Cu Ver_123678,18.8,
,,,
123308,Golden Nuts Salado PC 150g BAR,,
123310,Golden Nuts Enchilado PC 150g BAR,,
124485,Big Mix Queso 70g,,
124657,Maxi Duvalin 23g,,
124757,Big Mix Party 70g,,
124824,Takis Fuego 200g,,
